A,0,0,-892
A,1,1,-636
A,2,2,687
A,3,3,-483
A,4,4,617
A,5,5,271
A,6,6,111
A,7,7,-554
A,8,8,2
A,0,0,649
A,1,1,-606
A,2,2,-95
A,3,3,904
A,4,4,-582
A,5,5,620
A,6,6,604
A,7,7,-134
A,8,8,-595
A,0,0,697
A,1,1,828
A,2,2,247
A,3,3,-10
A,4,4,486
A,5,5,700
A,6,6,-918
A,7,7,822
A,8,8,506
A,0,0,-220
A,1,1,91
A,2,2,-850
A,3,3,-882
A,4,4,898
A,5,5,-411
A,6,6,155
A,7,7,-484
A,8,8,241
A,0,0,-453
A,1,1,619
A,2,2,941
A,3,3,-233
A,4,4,812
A,5,5,482
A,6,6,976
A,7,7,-514
A,8,8,650
A,0,0,851
A,1,1,-543
A,2,2,710
A,3,3,-643
A,4,4,599
A,5,5,961
A,6,6,-826
A,7,7,674
A,8,8,60
A,0,0,184
A,1,1,626
A,2,2,946
A,3,3,952
A,4,4,-581
A,5,5,-611
A,6,6,-578
A,7,7,649
A,8,8,722
A,0,0,-125
A,1,1,276
A,2,2,-24
A,3,3,-798
A,4,4,-803
A,5,5,-427
A,6,6,679
A,7,7,-763
A,8,8,799
A,0,0,-389
A,1,1,-55
A,2,2,-780
A,3,3,-820
A,4,4,-524
A,5,5,-562
A,6,6,-293
A,7,7,191
A,8,8,-185
B,0,0,98
B,1,1,-609
B,2,2,-624
B,3,3,107
B,4,4,-685
B,5,5,608
B,6,6,940
B,7,7,-704
B,8,8,-934
B,0,0,-786
B,1,1,-587
B,2,2,974
B,3,3,398
B,4,4,676
B,5,5,642
B,6,6,910
B,7,7,-376
B,8,8,159
B,0,0,-548
B,1,1,-355
B,2,2,-179
B,3,3,-632
B,4,4,-819
B,5,5,-991
B,6,6,828
B,7,7,-945
B,8,8,254
B,0,0,-438
B,1,1,-396
B,2,2,-735
B,3,3,572
B,4,4,651
B,5,5,-59
B,6,6,545
B,7,7,769
B,8,8,7
B,0,0,536
B,1,1,-477
B,2,2,938
B,3,3,758
B,4,4,-268
B,5,5,-39
B,6,6,-411
B,7,7,-791
B,8,8,-992
B,0,0,-144
B,1,1,547
B,2,2,-647
B,3,3,-501
B,4,4,917
B,5,5,742
B,6,6,222
B,7,7,-327
B,8,8,506
B,0,0,-492
B,1,1,-748
B,2,2,174
B,3,3,743
B,4,4,844
B,5,5,880
B,6,6,872
B,7,7,-152
B,8,8,-699
B,0,0,976
B,1,1,986
B,2,2,-134
B,3,3,685
B,4,4,365
B,5,5,-611
B,6,6,908
B,7,7,715
B,8,8,-496
B,0,0,238
B,1,1,836
B,2,2,951
B,3,3,805
B,4,4,-15
B,5,5,921
B,6,6,-507
B,7,7,-41
B,8,8,-211
