A,0,0,-8798
A,1,1,970
A,2,2,8575
A,3,3,7602
A,4,4,-4248
A,5,5,2611
A,6,6,3716
A,7,7,-6805
A,8,8,5136
A,9,0,-7
A,0,1,1591
A,1,2,6887
A,2,3,5899
A,3,4,-488
A,4,5,-1857
A,5,6,7455
A,6,7,9667
A,7,8,-7146
A,8,0,1556
A,9,1,4970
A,0,2,8684
A,1,3,3667
A,2,4,3864
A,3,5,-4904
A,4,6,5642
A,5,7,-1917
A,6,8,-9741
A,7,0,-4929
A,8,1,-8480
A,9,2,-1260
A,0,3,-7439
A,1,4,-9878
A,2,5,2579
A,3,6,-5531
A,4,7,-9871
A,5,8,2145
A,6,0,9060
A,7,1,8163
A,8,2,5858
A,9,3,-6700
A,0,4,4365
A,1,5,-6618
A,2,6,2242
A,3,7,6320
A,4,8,132
A,5,0,4333
A,6,1,-1737
A,7,2,-2907
A,8,3,-132
A,9,4,-4040
A,0,5,5279
A,1,6,-1167
A,2,7,2319
A,3,8,-3745
A,4,0,6871
A,5,1,6238
A,6,2,-5013
A,7,3,-3509
A,8,4,3935
A,9,5,1041
A,0,6,4047
A,1,7,-9932
A,2,8,5906
A,3,0,-473
A,4,1,6867
A,5,2,735
A,6,3,-1573
A,7,4,-3225
A,8,5,2886
A,9,6,-8366
A,0,7,3869
A,1,8,-8586
A,2,0,-4339
A,3,1,4922
A,4,2,-2453
A,5,3,9822
A,6,4,2290
A,7,5,3697
A,8,6,6809
A,9,7,2292
A,0,8,-5220
A,1,0,-6392
A,2,1,-3809
A,3,2,-2527
A,4,3,6824
A,5,4,3852
A,6,5,165
A,7,6,704
A,8,7,9184
A,9,8,-5320
B,0,0,8661
B,1,1,9503
B,2,2,-5061
B,3,3,7363
B,4,4,-9413
B,5,5,2098
B,6,6,7337
B,7,7,-7237
B,8,8,-3379
B,0,9,5547
B,1,10,-3344
B,2,0,8080
B,3,1,8137
B,4,2,4632
B,5,3,8695
B,6,4,2056
B,7,5,2992
B,8,6,-8978
B,0,7,9994
B,1,8,606
B,2,9,-7475
B,3,10,-8679
B,4,0,7085
B,5,1,-1874
B,6,2,-8182
B,7,3,2039
B,8,4,-7578
B,0,5,-981
B,1,6,-8892
B,2,7,4118
B,3,8,-1831
B,4,9,6462
B,5,10,-1669
B,6,0,9582
B,7,1,3973
B,8,2,-2212
B,0,3,4222
B,1,4,-5923
B,2,5,-1823
B,3,6,-9122
B,4,7,-1561
B,5,8,6195
B,6,9,-3066
B,7,10,-8691
B,8,0,8307
B,0,1,-5574
B,1,2,3489
B,2,3,3311
B,3,4,-9313
B,4,5,-2972
B,5,6,-7278
B,6,7,2863
B,7,8,-8625
B,8,9,-7063
B,0,10,6726
B,1,0,-4628
B,2,1,-8913
B,3,2,8077
B,4,3,-9598
B,5,4,-6625
B,6,5,2894
B,7,6,-4047
B,8,7,409
B,0,8,9499
B,1,9,9412
B,2,10,-2384
B,3,0,-7807
B,4,1,-4675
B,5,2,9937
B,6,3,-8855
B,7,4,1965
B,8,5,-367
B,0,6,9615
B,1,7,-5888
B,2,8,833
B,3,9,9288
B,4,10,-7153
B,5,0,1274
B,6,1,-6250
B,7,2,-1881
B,8,3,4313
B,0,4,-6801
B,1,5,-780
B,2,6,-5820
B,3,7,968
B,4,8,5254
B,5,9,-8322
B,6,10,3589
B,7,0,-169
B,8,1,-7358
B,0,2,6594
B,1,3,-1373
B,2,4,2818
B,3,5,-8282
B,4,6,-6100
B,5,7,-652
B,6,8,3301
B,7,9,-4125
B,8,10,-6719
